ac,uc,ws,cm,emc,df,vt,tlc,is_subject_role,
0,1,12,0,0,4,1,0,0,61626303_0_266372209664087642
0,1,0,0,0,0,1,0,0,61753761_9_4735181228515289890
0,1,256,0,0,0,3.15,0.642105263,1,61753761_9_4735181228515289890
0,1,42,0,0,1,1.5,0.263157895,0,61753761_9_4735181228515289890
0,1,0,0,0,0,1,0,0,61753761_9_4735181228515289890
0,1,0,0,0.65,0,1,0,0,61753761_9_4735181228515289890
0,1,8,0,0,0,1.058394161,0.070094461,1,62564020_0_3836030043284699244
0,1,6,0,0.145985401,1,1.087591241,0.290682696,0,62564020_0_3836030043284699244
0,1,6,0,0.145985401,2,1.145985401,0.647058824,0,62564020_0_3836030043284699244
0,1,7,0,0.02189781,3,1.642335766,1.76996565,0,62564020_0_3836030043284699244
0,1,11,0,0.087591241,4,2.671532847,4.79572778,0,62564020_0_3836030043284699244
0,1,0,0,0.788321168,0,1,0,0,62564020_0_3836030043284699244
0,1,32,0,0,0,1.282442748,0.237036062,1,63389809_0_8179819543692215824
0,1,19,0,0,1,1.229007634,0.147933667,0,63389809_0_8179819543692215824
0,1,0,0,0,0,1.015267176,0,0,63389809_0_8179819543692215824
0,1,0,0,0.812977099,0,1.221374046,0,0,63389809_0_8179819543692215824
0,1,0,0,0,0,1,0,0,63450419_0_8012592961815711786
0,1,58,0,0,0,2.091370558,0.175282296,1,63450419_0_8012592961815711786
0,1,42,0,0,1,1.944162437,0.185641769,0,63450419_0_8012592961815711786
0,1,54,0,0,0,2.08,0.18020202,1,64092785_0_4696367782987533337
0,1,26,0,0,1,2.34,0.263737374,0,64092785_0_4696367782987533337
0,1,0,0,0,0,1,0,0,64092785_0_4696367782987533337
0,1,80,0,0,0,1.583333333,0.414064307,1,64207896_0_3206705146602325658
0,1,19,0,0.007575758,1,1.454545455,0.383067314,0,64207896_0_3206705146602325658
0,1,0,0,0,0,3.696969697,0,0,64207896_0_3206705146602325658
0,1,0,0,1,0,1,0,0,64207896_0_3206705146602325658
0,1,0,0,0,0,1,0,0,64499281_8_7181683886563136802
0,1,256,0,0,0,3.15,0.642105263,1,64499281_8_7181683886563136802
0,1,42,0,0,1,1.5,0.263157895,0,64499281_8_7181683886563136802
0,1,0,0,0,0,1,0,0,64499281_8_7181683886563136802
0,1,72,0,0,0,3.846153846,2.030769231,1,64734047_0_5880705307495695536
0,1,0,0,0,0,1,0,0,64734047_0_5880705307495695536
0,1,0,0,0,0,1,0,0,64734047_0_5880705307495695536
0,1,369,0,0,0,2.012931034,0.017241379,1,66009064_0_9148652238372261251
0,1,19,0,0,1,1,0,0,66009064_0_9148652238372261251
0,1,76,0,0,2,1.125,0.109848485,0,66009064_0_9148652238372261251
0,1,0,0,0,0,1,0,0,66009064_0_9148652238372261251
0,1,0,0,0,0,1,0,0,66009064_0_9148652238372261251
0,1,0,0,0,0,1,0,0,66009064_0_9148652238372261251
0,1,0,0,0,0,1.022727273,0,0,66329615_0_3585856495110277641
0,1,1311,0,0,0,2.818181818,1.710359408,1,66329615_0_3585856495110277641
0,1,154,0,0,1,2.613636364,2.07346723,0,66329615_0_3585856495110277641
0,1,258,0,0,2,1.818181818,0.598308668,0,66329615_0_3585856495110277641
0,1,0,0,0,0,34.81818182,0,0,66329615_0_3585856495110277641
0,1,0,0,0,0,1,0,0,67865873_0_8259587610208037357
0,1,17,0,0,0,1.457777778,0.533849206,0,67865873_0_8259587610208037357
0,1,0,0,0.062222222,0,1,0,0,67865873_0_8259587610208037357
0,1,0,0,0.062222222,0,1,0,0,67865873_0_8259587610208037357
0,1,0,0,0,0,1,0,0,67865873_0_8259587610208037357
0,1,64,0,0,4,4.457777778,0.533849206,1,67865873_0_8259587610208037357
0,1,40,0,0,0,2.56,0.676666667,0,68442591_0_8506821153001360777
0,1,47,0,0,1,4.4,0.506666667,1,68442591_0_8506821153001360777
0,1,0,0,0.88,0,1,0,0,68442591_0_8506821153001360777
0,1,0,0,0.68,0,1,0,0,68442591_0_8506821153001360777
0,1,0,0,0.68,0,1,0,0,68442591_0_8506821153001360777
0,1,5,0,0.4,5,1,0.25,0,68442591_0_8506821153001360777
0,1,0,0,0.4,6,1,0.25,0,68442591_0_8506821153001360777
0,1,0,0,0,0,1,0,0,6869358_0_1379459120563510331
0,1,61,0,0,0,2.8,0.543333333,1,6869358_0_1379459120563510331
0,1,0,0,0,0,1.04,0,0,6869358_0_1379459120563510331
0,1,97,0,0,2,2.18,0.216565657,0,6869358_0_1379459120563510331
0,1,41,0,0.21,3,1.53,1.072323232,0,6869358_0_1379459120563510331
0,1,126,0,0,0,1.152542373,0.119228521,1,68779923_0_3859283110041832023
0,1,0,0,0.169491525,0,1.084745763,0,0,68779923_0_3859283110041832023
0,1,0,0,0.593220339,0,1.779661017,0,0,68779923_0_3859283110041832023
0,1,64,0,0.016949153,3,1.13559322,0.209818819,0,68779923_0_3859283110041832023
0,1,48,0,0,4,1.372881356,0.272355348,0,68779923_0_3859283110041832023
0,1,65,0,0.101694915,5,1.610169492,1.012857978,0,68779923_0_3859283110041832023
0,1,8,0,0,0,1.288888889,0.437373737,0,68779923_1_3240042497463101224
0,1,1865,0,0.044444444,1,1.155555556,0.043434343,1,68779923_1_3240042497463101224
0,1,0,0,0.4,2,1.733333333,2.082828283,0,68779923_1_3240042497463101224
0,1,2,0,0,3,1.244444444,0.234343434,0,68779923_1_3240042497463101224
0,1,1,0,0.044444444,4,1.911111111,0.785858586,0,68779923_1_3240042497463101224
0,1,5,0,0.022222222,5,2.733333333,8.219191919,0,68779923_1_3240042497463101224
0,1,26,0,0,0,1.236363636,0.247811448,1,68779923_2_1000046510804975562
0,1,0,0,0.381818182,0,1,0,0,68779923_2_1000046510804975562
0,1,0,0,0.6,0,1.236363636,0,0,68779923_2_1000046510804975562
0,1,1,0,0,3,1.090909091,0.121212121,0,68779923_2_1000046510804975562
0,1,2,0,0.072727273,4,1.818181818,0.927946128,0,68779923_2_1000046510804975562
0,1,27,0,0.018181818,5,3.272727273,4.146801347,0,68779923_2_1000046510804975562
0,1,29,0,0,0,1.846153846,0.551956815,1,68779923_4_1832350971585698643
0,1,0,0,0.743589744,0,1,0,0,68779923_4_1832350971585698643
0,1,0,0,0.923076923,0,1.025641026,0,0,68779923_4_1832350971585698643
0,1,33,0,0.076923077,3,1.358974359,0.353576248,0,68779923_4_1832350971585698643
0,1,4,0,0.025641026,4,1.794871795,0.287449393,0,68779923_4_1832350971585698643
0,1,1,0,0.461538462,5,1.564102564,2.252361673,0,68779923_4_1832350971585698643
0,1,34,0,0,0,1.25,0.2,0,68779923_5_2067037721454758189
0,1,0,0,0.375,0,1,0,0,68779923_5_2067037721454758189
0,1,0,0,0.75,0,1.1875,0,0,68779923_5_2067037721454758189
0,1,19,0,0.0625,3,1.125,0.195833333,0,68779923_5_2067037721454758189
0,1,11,0,0,4,1.4375,0.2625,0,68779923_5_2067037721454758189
0,1,57,0,0.125,5,2.125,1.6,1,68779923_5_2067037721454758189
0,1,104,0,0,0,1.611913357,0.466193588,1,69381058_0_984708047398578866
0,1,0,0,0,0,1,0,0,69381058_0_984708047398578866
0,1,28,0,0,2,1.037906137,0.060177176,0,69381058_0_984708047398578866
0,1,37,0,0,3,1.509025271,0.250439023,0,69381058_0_984708047398578866
0,1,0,0,0,0,1,0,0,69537082_0_7789694313271016902
0,1,15,0,0,0,1.418410042,0.384655954,1,69537082_0_7789694313271016902
0,1,0,0,0,0,1,0,0,69537082_0_7789694313271016902
0,1,41,0,0.0041841,2,2.991631799,0.016736402,1,69537082_0_7789694313271016902
0,1,0,0,0,0,1,0,0,69881946_0_1105130426898457358
0,1,86,0,0,0,2.71,0.838282828,1,69881946_0_1105130426898457358
0,1,0,0,0,0,1,0,0,69881946_0_1105130426898457358
0,1,38,0,0,2,2.15,0.163535354,0,69881946_0_1105130426898457358
0,1,0,0,0,0,1,0,0,69881946_0_1105130426898457358
0,1,0,0,0,0,1,0,0,70404164_0_5498195978476333642
0,1,55,0,0,0,1.146341463,0.1536735,1,70404164_0_5498195978476333642
0,1,47,0,0,1,1.06097561,0.057608858,0,70404164_0_5498195978476333642
0,1,0,0,0,0,1,0,0,70404164_0_5498195978476333642
0,1,0,0,0.225609756,0,1,0,0,70404164_0_5498195978476333642
0,1,231,0,0,4,2.018292683,0.533704923,0,70404164_0_5498195978476333642
0,1,60,0,0,0,2.222222222,0.194444444,1,70883081_0_5357790421435123524
0,1,0,0,0.111111111,0,1,0,0,70883081_0_5357790421435123524
0,1,0,0,0,0,1,0,0,70883081_0_5357790421435123524
0,1,0,0,0,0,1,0,0,70883081_0_5357790421435123524
0,1,181,0,0,0,1.964125561,0.079788308,1,71137051_0_8039724067857124984
0,1,112,0,0,1,2,0,0,71137051_0_8039724067857124984
0,1,10,0,0,2,1,0,0,71137051_0_8039724067857124984
0,1,62,0,0,0,1.857142857,0.131868132,1,71840765_0_6664391841933033844
0,1,0,0,0,0,2,0,0,71840765_0_6664391841933033844
0,1,0,0,0.214285714,0,1.785714286,0,0,71840765_0_6664391841933033844
0,1,208,0,0,0,2.85,0.513157895,1,72017594_0_7055198579167316152
0,1,6,0,0,1,1.95,0.05,0,72017594_0_7055198579167316152
0,1,0,0,0,0,1,0,0,72017594_0_7055198579167316152
0,1,0,0,0,0,1,0,0,72017594_0_7055198579167316152
0,1,0,0,0,0,1,0,0,72017594_0_7055198579167316152
0,1,0,0,0,0,1,0,0,73242003_5_4847571983313033360
0,1,492,0,0,0,4.4,0.5,1,73242003_5_4847571983313033360
0,1,25,0,0,1,1.4,0.266666667,0,73242003_5_4847571983313033360
0,1,54,0,0,2,1,0,0,73242003_5_4847571983313033360
0,1,81,0,0,0,2.870786517,1.418476025,1,73988811_0_2775758476756716904
0,1,63,0,0,1,2.230337079,0.401740782,0,73988811_0_2775758476756716904
0,1,0,0,0,0,1,0,0,73988811_0_2775758476756716904
0,1,0,0,1,0,1,0,0,73988811_0_2775758476756716904
0,1,0,0,0,0,1,0,0,73988811_0_2775758476756716904
0,1,3,0,0.033707865,5,1.966292135,0.032663396,0,73988811_0_2775758476756716904
0,1,0,0,0,0,1.54,0.648341709,1,74491133_0_7177831100884797849
0,1,0,0,0.005,1,1.235,0.478291457,0,74491133_0_7177831100884797849
0,1,0,0,0,2,1,0.175251256,0,74491133_0_7177831100884797849
0,1,0,0,0,3,1,0,0,74491133_0_7177831100884797849
0,1,138,0,0,0,2.040441176,0.127509768,1,74685423_0_8061289760697103949
0,1,13,0,0,1,1,0,0,74685423_0_8061289760697103949
0,1,13,0,0,2,1,0,0,74685423_0_8061289760697103949
0,1,0,0,0,0,1,0,0,74685423_0_8061289760697103949
0,1,0,0,0.952205882,0,1.014705882,0,0,74685423_0_8061289760697103949
0,1,0,0,0,0,1,0,0,74718406_0_3914457597478137388
0,1,142,0,0,0,3.394160584,0.518355517,1,74718406_0_3914457597478137388
0,1,30,0,0,1,1.343065693,0.271146415,0,74718406_0_3914457597478137388
0,1,0,0,0,0,1,0,0,74718406_0_3914457597478137388
0,1,0,0,0.005347594,0,1,0,0,75154185_0_1607627349983289012
0,1,27,0,0.005347594,0,1.07486631,0.097291703,1,75154185_0_1607627349983289012
0,1,35,0,0.005347594,1,1.096256684,0.10459433,0,75154185_0_1607627349983289012
0,1,0,0,0.005347594,0,1,0,0,75154185_0_1607627349983289012
0,1,0,0,0.176470588,0,1,0,0,75154185_0_1607627349983289012
0,1,205,0,0.005347594,4,2.032085561,0.65027888,0,75154185_0_1607627349983289012
0,1,0,0,0,0,3.619047619,3.561904762,0,75367212_2_2745466355267233390
0,1,2,0,0,1,1.857142857,1.128571429,1,75367212_2_2745466355267233390
0,1,0,0,0,2,1.095238095,0.09047619,0,75367212_2_2745466355267233390
0,1,0,0,0,3,4,0,0,75367212_2_2745466355267233390
0,1,2,0,0,4,1,0.09047619,0,75367212_2_2745466355267233390
0,1,2,0,0,0,1.267605634,0.237310656,1,76275868_0_4528346580716713695
0,1,0,0,0.061032864,0,1,0,0,76275868_0_4528346580716713695
0,1,0,0,0.075117371,0,1,0,0,76275868_0_4528346580716713695
0,1,0,0,0.061032864,3,1,0.057578173,0,76275868_0_4528346580716713695
0,1,0,0,0.098591549,0,1,0,0,76275868_0_4528346580716713695
0,1,0,0,0.084507042,0,1,0,0,76275868_0_4528346580716713695
0,1,0,0,0.0657277,0,1,0,0,76275868_0_4528346580716713695
0,1,60,0,0,0,2.222222222,0.194444444,1,76373906_0_6904594838446307331
0,1,0,0,0.111111111,0,1,0,0,76373906_0_6904594838446307331
0,1,0,0,0,0,1,0,0,76373906_0_6904594838446307331
0,1,0,0,0,0,1,0,0,76373906_0_6904594838446307331
0,1,66,0,0,0,2.181818182,0.306328592,1,76836443_2_249332777049648171
0,1,0,0,0,0,1.222222222,0,0,76836443_2_249332777049648171
0,1,10,0,0.393939394,2,1.434343434,1.569779427,0,76836443_2_249332777049648171
0,1,0,0,0,0,1,0,0,77632062_0_2292892375652659825
0,1,67,0,0,0,1.241176471,0.319839889,1,77632062_0_2292892375652659825
0,1,28,0,0,1,1.076470588,0.071040724,0,77632062_0_2292892375652659825
0,1,0,0,0,0,1,0,0,77632062_0_2292892375652659825
0,1,0,0,0.247058824,0,1,0,0,77632062_0_2292892375652659825
0,1,150,0,0,4,1.982352941,0.395579534,0,77632062_0_2292892375652659825
0,1,0,0,0,0,1,0,0,77694908_0_6083291340991074532
0,1,67,0,0,0,2.92,0.966060606,1,77694908_0_6083291340991074532
0,1,0,0,0,0,1,0,0,77694908_0_6083291340991074532
0,1,62,0,0,2,2.17,0.154646465,0,77694908_0_6083291340991074532
0,1,0,0,0,0,1,0,0,77694908_0_6083291340991074532
0,1,27,0,0,0,2.642857143,0.725274725,1,78005071_0_8643954006825971723
0,1,20,0,0.071428571,1,2.928571429,0.747252747,0,78005071_0_8643954006825971723
0,1,0,0,0,2,1,0,0,78005071_0_8643954006825971723
0,1,26,0,0,0,1.196969697,0.20049734,1,78650283_0_5937576517849452289
0,1,10,0,0,1,1,0.007575758,0,78650283_0_5937576517849452289
0,1,0,0,0.015151515,0,2,0,0,78650283_0_5937576517849452289
0,1,0,0,0,0,1,0,0,78891639_0_3299957631631122948
0,1,27,0,0,0,1.084158416,0.107309985,1,78891639_0_3299957631631122948
0,1,23,0,0,1,1.054455446,0.051746219,0,78891639_0_3299957631631122948
0,1,0,0,0,0,1,0,0,78891639_0_3299957631631122948
0,1,0,0,0.257425743,0,1,0,0,78891639_0_3299957631631122948
0,1,168,0,0,4,1.900990099,0.497044481,0,78891639_0_3299957631631122948
0,1,0,0,0,0,1,0,0,7929299_0_3253718003116029649
0,1,92,0,0,0,3.394160584,0.518355517,1,7929299_0_3253718003116029649
0,1,27,0,0,1,1.343065693,0.271146415,0,7929299_0_3253718003116029649
0,1,0,0,0,0,1,0,0,7929299_0_3253718003116029649
0,1,0,0,0,0,1,0,0,79327346_0_5787863739697336601
0,1,20,0,0,0,1.628691983,0.640348995,1,79327346_0_5787863739697336601
0,1,22,0,0,1,1.489451477,0.716620182,0,79327346_0_5787863739697336601
0,1,0,0,0.751054852,0,1.05907173,0,0,79327346_0_5787863739697336601
0,1,49,0,0.008264463,0,1.446280992,0.443348994,1,79966524_0_1484492112455633784
0,1,28,0,0.008264463,1,3.421487603,0.699290148,0,79966524_0_1484492112455633784
0,1,4,0,0.103305785,2,1,0.093018072,0,79966524_0_1484492112455633784
0,1,0,0,0.107438017,3,1,0.096292994,0,79966524_0_1484492112455633784
0,1,15,0,0.017241379,0,1.465517241,0.510586812,1,8009320_0_5507755752653817624
0,1,0,0,0,0,1,0,0,8009320_0_5507755752653817624
0,1,0,0,0,0,1,0,0,8009320_0_5507755752653817624
0,1,0,0,0,0,1.017241379,0,0,8009320_0_5507755752653817624
0,1,8,0,0,0,2.1,0.671264368,0,80184932_0_4240003884724905487
0,1,100,0,0,1,2.833333333,0.662068966,1,80184932_0_4240003884724905487
0,1,102,0,0.066666667,2,5.933333333,13.35172414,0,80184932_0_4240003884724905487
0,1,0,0,0.047619048,0,1,0,0,80588006_0_6965325215443683359
0,1,38,0,0,0,1.952380952,0.59047619,1,80588006_0_6965325215443683359
0,1,0,0,0.047619048,0,1,0,0,80588006_0_6965325215443683359
0,1,191,0,0,0,2,0.950604839,1,8286121_0_8471791395229161598
0,1,58,0,0.0625,1,1.59375,1.641129032,0,8286121_0_8471791395229161598
0,1,75,0,0,2,3,0,0,8286121_0_8471791395229161598
0,1,0,0,0,0,1,0,0,84548468_0_5955155464119382182
0,1,111,0,0,0,2.717171717,0.886827458,1,84548468_0_5955155464119382182
0,1,0,0,0,0,1,0,0,84548468_0_5955155464119382182
0,1,93,0,0,2,2.262626263,2.970521542,0,84548468_0_5955155464119382182
0,1,0,0,0,0,1,0,0,84548468_0_5955155464119382182
0,1,0,0,0,0,1,0,0,84575189_0_6365692015941409487
0,1,0,0,0,0,1,0,0,84575189_0_6365692015941409487
0,1,27,0,0.01,0,3.49,1.618080808,1,84575189_0_6365692015941409487
0,1,138,0,0,0,2.040441176,0.127509768,1,84675086_0_6386416780680710863
0,1,13,0,0,1,1,0,0,84675086_0_6386416780680710863
0,1,13,0,0,2,1,0,0,84675086_0_6386416780680710863
0,1,0,0,0,0,1,0,0,84675086_0_6386416780680710863
0,1,0,0,0.952205882,0,1.014705882,0,0,84675086_0_6386416780680710863
0,1,0,0,0,0,1,0,0,8468806_0_4382447409703007384
0,1,0,0,0,0,1,0,1,8468806_0_4382447409703007384
0,1,0,0,0,1,1.181818182,0.351959967,0,8468806_0_4382447409703007384
0,1,0,0,0,0,1,0,0,8468806_0_4382447409703007384
0,1,0,0,0.445454545,0,1,0,0,8468806_0_4382447409703007384
0,1,0,0,0.463636364,0,1.009090909,0,0,8468806_0_4382447409703007384
0,1,0,0,0.709090909,0,1,0,0,8468806_0_4382447409703007384
0,1,0,0,0,0,1.253731343,0.189054726,1,86297395_0_6919201319699354263
0,1,0,0,0,0,1,0,0,86297395_0_6919201319699354263
0,1,0,0,0,0,1,0,0,86297395_0_6919201319699354263
0,1,0,0,0,0,1,0,0,86297395_0_6919201319699354263
0,1,0,0,0,0,1,0,0,86297395_0_6919201319699354263
0,1,0,0,0,5,2.76119403,6.38896427,0,86297395_0_6919201319699354263
0,1,0,0,0,6,1.910447761,1.272727273,0,86297395_0_6919201319699354263
0,1,0,0,0,0,2.076923077,0.073846154,1,86627271_6_2239821927452848323
0,1,0,0,0,0,1,0,0,86627271_6_2239821927452848323
0,1,0,0,0,0,1,0,0,86627271_6_2239821927452848323
0,1,0,0,0,0,1,0,0,86627271_6_2239821927452848323
0,1,0,0,0,0,1,0,1,86747932_0_7532457067740920052
0,1,0,0,0,0,1.918699187,0.478579725,0,86747932_0_7532457067740920052
0,1,0,0,0,1,1,0,0,86747932_0_7532457067740920052
0,1,0,0,0,2,1,0,0,86747932_0_7532457067740920052
0,1,0,0,0,0,2.074766355,0.544513185,1,88353875_0_4876234304797064286
0,1,0,0,0,0,1,0,0,88353875_0_4876234304797064286
0,1,0,0,0,0,1,0,0,88353875_0_4876234304797064286
0,1,0,0,0,3,3.303738318,0.212474222,0,88353875_0_4876234304797064286
0,1,0,0,0,0,2.01025641,0.017017914,1,88523363_0_8180214313099580515
0,1,0,0,0.148717949,1,6.38974359,24.91077157,0,88523363_0_8180214313099580515
0,1,0,0,0,2,1,0,0,88523363_0_8180214313099580515
0,1,0,0,0,3,1.013675214,0.013511298,0,88523363_0_8180214313099580515
0,1,0,0,0.06779661,0,1,0,1,88732174_0_7321365014357502211
0,1,0,0,0.06779661,0,1.881355932,0.336736004,0,88732174_0_7321365014357502211
0,1,0,0,0.096045198,0,1,0,0,88732174_0_7321365014357502211
0,1,0,0,0.06779661,2,1.09039548,0.158577298,0,88732174_0_7321365014357502211
0,1,0,0,0.06779661,0,1.06779661,0,0,88732174_0_7321365014357502211
0,1,0,0,0,0,1,0,1,89511064_0_2199624509082573904
0,1,0,0,0,1,2.081896552,0.291965219,0,89511064_0_2199624509082573904
0,1,0,0,0,2,1.413793103,0.405956113,0,89511064_0_2199624509082573904
0,1,0,0,0.00862069,3,1.237068966,0.223615465,0,89511064_0_2199624509082573904
0,1,0,0,0.004310345,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0.004310345,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0.025862069,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0.004310345,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0.965517241,0,1,0,0,89511064_0_2199624509082573904
0,1,0,0,0,0,2.109048724,0,1,90196673_0_5458330029110291950
0,1,0,0,0,0,2,0,0,90196673_0_5458330029110291950
0,1,0,0,0,1,1,0.237889171,0,90196673_0_5458330029110291950
0,1,0,0,0,0,3.126126126,0.563636364,1,90325533_0_6668263142989366843
0,1,0,0,0.036036036,1,3.144144144,1.432596233,0,90325533_0_6668263142989366843
0,1,0,0,0,2,1.207207207,0.185421785,0,90325533_0_6668263142989366843
0,1,0,0,0.048888889,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0.017777778,0,1.857777778,0.381230159,1,90593344_0_8311455501234425088
0,1,0,0,0.026666667,0,1.004444444,0,1,90593344_0_8311455501234425088
0,1,0,0,0.026666667,0,1.004444444,0,0,90593344_0_8311455501234425088
0,1,0,0,0.026666667,0,2.955555556,0,0,90593344_0_8311455501234425088
0,1,0,0,0.804444444,0,1.395555556,0,0,90593344_0_8311455501234425088
0,1,0,0,0.991111111,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0.991111111,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0.991111111,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0.991111111,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0.991111111,0,1,0,0,90593344_0_8311455501234425088
0,1,0,0,0,0,1,0,1,90723763_0_874013697986950454
0,1,0,0,0,0,1.580152672,0.374280681,0,90723763_0_874013697986950454
0,1,0,0,0,1,1.839694656,0.535642983,0,90723763_0_874013697986950454
0,1,0,0,0,0,1,0,0,90723763_0_874013697986950454
0,1,0,0,0,0,1,0,0,90723763_0_874013697986950454
0,1,0,0,0,0,1,0,1,91474256_0_964747655387573523
0,1,0,0,0,1,1.049019608,0.046846325,0,91474256_0_964747655387573523
0,1,0,0,0,2,1.014705882,0.014560997,0,91474256_0_964747655387573523
0,1,0,0,0,0,1,0,0,91474256_0_964747655387573523
0,1,0,0,0.274509804,0,1,0,0,91474256_0_964747655387573523
0,1,0,0,0,5,1.946078431,0.340094659,0,91474256_0_964747655387573523
0,1,0,0,0,0,1,0,1,91959037_0_7907661684242014480
0,1,0,0,0,0,3.537688442,1.851632216,0,91959037_0_7907661684242014480
0,1,0,0,0,1,1.876884422,0.249205726,0,91959037_0_7907661684242014480
0,1,0,0,0,0,1,0,0,91959037_0_7907661684242014480
0,1,0,0,0,0,1,0,0,91959037_0_7907661684242014480
0,1,0,0,0,0,1.387978142,0.386416862,1,9206866_1_8114610355671172497
0,1,0,0,0,1,3.469945355,0.523148982,0,9206866_1_8114610355671172497
0,1,0,0,0,2,2.56284153,0.24740287,0,9206866_1_8114610355671172497
0,1,0,0,0,0,1,0,0,9206866_1_8114610355671172497
0,1,0,0,0,0,1,0,0,9206866_1_8114610355671172497
0,1,0,0,0.02283105,0,2.347031963,0.796447572,1,92896255_0_4593968708343548527
0,1,0,0,0.273972603,1,1.744292237,1.011729714,0,92896255_0_4593968708343548527
0,1,0,0,0.365296804,2,1.799086758,1.340496837,0,92896255_0_4593968708343548527
0,1,0,0,0.082191781,0,1,0,0,92896255_0_4593968708343548527
0,1,0,0,0,0,2.320987654,0.351528756,1,93078729_0_1451251196788678526
0,1,0,0,0.942386831,0,1.069958848,0,0,93078729_0_1451251196788678526
0,1,0,0,0,2,2.448559671,0.490392137,0,93078729_0_1451251196788678526
0,1,0,0,0,0,1,0,1,93702496_0_39013305210829591
0,1,0,0,0,0,1.7,0.436781609,0,93702496_0_39013305210829591
0,1,0,0,0,1,3.1,0.529885057,0,93702496_0_39013305210829591
0,1,0,0,0,2,2.3,0.234482759,0,93702496_0_39013305210829591
0,1,0,0,0,0,1,0,0,93702496_0_39013305210829591
0,1,0,0,0,0,1,0,0,93702496_0_39013305210829591
0,1,0,0,0,0,2,0,1,9475172_1_1023126399856690702
0,1,0,0,0,0,2.530726257,0.871885004,0,9475172_1_1023126399856690702
0,1,0,0,0.005586592,0,1.581005587,0,0,9475172_1_1023126399856690702
0,1,0,0,0.988826816,0,1.027932961,0,0,9475172_1_1023126399856690702
0,1,0,0,0.047619048,0,1,0,0,9567241_0_5666388268510912770
0,1,0,0,0,0,2,0.761904762,1,9567241_0_5666388268510912770
0,1,0,0,0.047619048,0,1,0,0,9567241_0_5666388268510912770
0,1,0,0,0,0,1.566666667,0.391954023,1,96203994_0_2127964719640427252
0,1,0,0,0,0,1,0,0,96203994_0_2127964719640427252
0,1,0,0,0,2,2.066666667,0.626436782,0,96203994_0_2127964719640427252
0,1,0,0,0,0,1.933333333,0,0,96203994_0_2127964719640427252
0,1,0,0,0,0,1,0,1,9686394_0_5980699488362107028
0,1,0,0,0,0,3.394160584,0.518355517,0,9686394_0_5980699488362107028
0,1,0,0,0,1,1.343065693,0.271146415,0,9686394_0_5980699488362107028
0,1,0,0,0,0,1,0,0,9686394_0_5980699488362107028
0,1,0,0,0,0,1.444444444,0.571428571,1,97941125_0_8220652154649529701
0,1,0,0,0,1,1.888888889,0.351587302,0,97941125_0_8220652154649529701
0,1,0,0,0.027777778,0,1,0,0,97941125_0_8220652154649529701
0,1,0,0,0.027777778,0,1,0,0,97941125_0_8220652154649529701
0,1,0,0,0.194444444,4,1,0.177777778,0,97941125_0_8220652154649529701
0,1,0,0,0.055555556,0,2.083333333,0,0,97941125_0_8220652154649529701
0,1,0,0,0.027777778,0,1.861111111,0.523015873,1,98312357_0_6395417306876145729
0,1,0,0,0.055555556,0,1.111111111,0,1,98312357_0_6395417306876145729
0,1,0,0,0.972222222,0,1.083333333,0,0,98312357_0_6395417306876145729
0,1,0,0,0.611111111,3,2.194444444,2.675396825,0,98312357_0_6395417306876145729
0,1,0,0,0.805555556,0,1.222222222,0,0,98312357_0_6395417306876145729
0,1,0,0,0,0,1,0,1,9834884_0_3871985887467090123
0,1,0,0,0,0,3.51193634,1.90242113,0,9834884_0_3871985887467090123
0,1,0,0,0,1,1.100795756,0.090877025,0,9834884_0_3871985887467090123
0,1,0,0,0,0,1,0,0,9834884_0_3871985887467090123
0,1,0,0,0,0,3.448979592,0,1,98458255_0_5873264818593370400
0,1,0,0,0,0,1.224489796,0.100673259,0,98458255_0_5873264818593370400
0,1,0,0,0,1,2.316326531,0.218493583,0,98458255_0_5873264818593370400
0,1,0,0,0,0,1.224489796,0,0,98458255_0_5873264818593370400
0,1,0,0,0,3,1.387755102,0.213444141,0,98458255_0_5873264818593370400
0,1,0,0,0,4,3.142857143,1.747948664,0,98458255_0_5873264818593370400
0,1,0,0,0,0,2.436548223,1.156842432,1,98929678_0_3700213490979945526
0,1,0,0,0.16751269,1,2.314720812,2.479591837,0,98929678_0_3700213490979945526
0,1,0,0,0,2,1.492385787,0.444835802,0,98929678_0_3700213490979945526
0,1,0,0,0,0,2.101522843,0,0,98929678_0_3700213490979945526
